/home/zht/anaconda3/envs/py38torch19/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:129: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
Epoch (56), Batch(1200/1368), loss: 0.163276, imid loss: 0.065499, imid1 loss: 0.054866, cmid loss: 0.042911
Train 56, loss: 0.162233
Linear Accuracy : 0.8914100486223663
Start training epoch: (57/100)
Epoch (57), Batch(0/1368), loss: 0.163580, imid loss: 0.065799, imid1 loss: 0.056471, cmid loss: 0.041310
Epoch (57), Batch(200/1368), loss: 0.159785, imid loss: 0.065816, imid1 loss: 0.052076, cmid loss: 0.041893
Epoch (57), Batch(400/1368), loss: 0.159838, imid loss: 0.064925, imid1 loss: 0.052875, cmid loss: 0.042039
Epoch (57), Batch(600/1368), loss: 0.158117, imid loss: 0.063146, imid1 loss: 0.052737, cmid loss: 0.042235
Epoch (57), Batch(800/1368), loss: 0.156918, imid loss: 0.062783, imid1 loss: 0.051848, cmid loss: 0.042288
Epoch (57), Batch(1000/1368), loss: 0.157743, imid loss: 0.062941, imid1 loss: 0.052587, cmid loss: 0.042215
Epoch (57), Batch(1200/1368), loss: 0.157316, imid loss: 0.062622, imid1 loss: 0.052575, cmid loss: 0.042119
Train 57, loss: 0.157673
Linear Accuracy : 0.8946515397082658
Start training epoch: (58/100)
Epoch (58), Batch(0/1368), loss: 0.107981, imid loss: 0.029652, imid1 loss: 0.035426, cmid loss: 0.042902
Epoch (58), Batch(200/1368), loss: 0.159509, imid loss: 0.062446, imid1 loss: 0.054699, cmid loss: 0.042364
Epoch (58), Batch(400/1368), loss: 0.156797, imid loss: 0.063462, imid1 loss: 0.051203, cmid loss: 0.042132
Epoch (58), Batch(600/1368), loss: 0.154671, imid loss: 0.063071, imid1 loss: 0.049731, cmid loss: 0.041870
Epoch (58), Batch(800/1368), loss: 0.155249, imid loss: 0.063235, imid1 loss: 0.050369, cmid loss: 0.041645
Epoch (58), Batch(1000/1368), loss: 0.156155, imid loss: 0.063196, imid1 loss: 0.051456, cmid loss: 0.041503
Epoch (58), Batch(1200/1368), loss: 0.156157, imid loss: 0.062799, imid1 loss: 0.052025, cmid loss: 0.041332
Train 58, loss: 0.156454
Linear Accuracy : 0.8982982171799028
Start training epoch: (59/100)
Epoch (59), Batch(0/1368), loss: 0.215836, imid loss: 0.079072, imid1 loss: 0.094891, cmid loss: 0.041873
Epoch (59), Batch(200/1368), loss: 0.151195, imid loss: 0.059998, imid1 loss: 0.051174, cmid loss: 0.040023
Epoch (59), Batch(400/1368), loss: 0.150821, imid loss: 0.061004, imid1 loss: 0.049847, cmid loss: 0.039970
Epoch (59), Batch(600/1368), loss: 0.152168, imid loss: 0.061482, imid1 loss: 0.050751, cmid loss: 0.039935
Epoch (59), Batch(800/1368), loss: 0.150790, imid loss: 0.060899, imid1 loss: 0.050058, cmid loss: 0.039832
Epoch (59), Batch(1000/1368), loss: 0.150602, imid loss: 0.061060, imid1 loss: 0.049911, cmid loss: 0.039631
Epoch (59), Batch(1200/1368), loss: 0.149853, imid loss: 0.060585, imid1 loss: 0.049714, cmid loss: 0.039554
Train 59, loss: 0.148418
Linear Accuracy : 0.893030794165316
Start training epoch: (60/100)
Epoch (60), Batch(0/1368), loss: 0.179757, imid loss: 0.095791, imid1 loss: 0.045879, cmid loss: 0.038087
Epoch (60), Batch(200/1368), loss: 0.144014, imid loss: 0.058454, imid1 loss: 0.046548, cmid loss: 0.039012
Epoch (60), Batch(400/1368), loss: 0.144203, imid loss: 0.056879, imid1 loss: 0.048612, cmid loss: 0.038711
Epoch (60), Batch(600/1368), loss: 0.145738, imid loss: 0.057902, imid1 loss: 0.049179, cmid loss: 0.038658
Epoch (60), Batch(800/1368), loss: 0.146712, imid loss: 0.058817, imid1 loss: 0.049310, cmid loss: 0.038585
Epoch (60), Batch(1000/1368), loss: 0.147071, imid loss: 0.059159, imid1 loss: 0.049392, cmid loss: 0.038519
Epoch (60), Batch(1200/1368), loss: 0.146890, imid loss: 0.058774, imid1 loss: 0.049626, cmid loss: 0.038489
Train 60, loss: 0.147389
Linear Accuracy : 0.8962722852512156
==> Saving...
Start training epoch: (61/100)
Epoch (61), Batch(0/1368), loss: 0.094951, imid loss: 0.020716, imid1 loss: 0.032419, cmid loss: 0.041816
Epoch (61), Batch(200/1368), loss: 0.144781, imid loss: 0.058655, imid1 loss: 0.047594, cmid loss: 0.038531
Epoch (61), Batch(400/1368), loss: 0.147128, imid loss: 0.059721, imid1 loss: 0.048880, cmid loss: 0.038526
Epoch (61), Batch(600/1368), loss: 0.148206, imid loss: 0.059442, imid1 loss: 0.050114, cmid loss: 0.038650
Epoch (61), Batch(800/1368), loss: 0.145849, imid loss: 0.058390, imid1 loss: 0.048796, cmid loss: 0.038662
Epoch (61), Batch(1000/1368), loss: 0.147556, imid loss: 0.058183, imid1 loss: 0.050694, cmid loss: 0.038678
Epoch (61), Batch(1200/1368), loss: 0.146949, imid loss: 0.057976, imid1 loss: 0.050363, cmid loss: 0.038610
Train 61, loss: 0.146531
Linear Accuracy : 0.8974878444084279
Start training epoch: (62/100)
Epoch (62), Batch(0/1368), loss: 0.148381, imid loss: 0.068069, imid1 loss: 0.043820, cmid loss: 0.036491
Epoch (62), Batch(200/1368), loss: 0.148942, imid loss: 0.061791, imid1 loss: 0.049124, cmid loss: 0.038027
Epoch (62), Batch(400/1368), loss: 0.148339, imid loss: 0.060893, imid1 loss: 0.049516, cmid loss: 0.037931
Epoch (62), Batch(600/1368), loss: 0.147190, imid loss: 0.059822, imid1 loss: 0.049483, cmid loss: 0.037884
Epoch (62), Batch(800/1368), loss: 0.145527, imid loss: 0.059239, imid1 loss: 0.048531, cmid loss: 0.037758
Epoch (62), Batch(1000/1368), loss: 0.144438, imid loss: 0.058373, imid1 loss: 0.048458, cmid loss: 0.037607
Epoch (62), Batch(1200/1368), loss: 0.144261, imid loss: 0.058426, imid1 loss: 0.048289, cmid loss: 0.037546
Train 62, loss: 0.143923
Linear Accuracy : 0.8905996758508914
Start training epoch: (63/100)
Epoch (63), Batch(0/1368), loss: 0.157066, imid loss: 0.085731, imid1 loss: 0.035751, cmid loss: 0.035584
Epoch (63), Batch(200/1368), loss: 0.146273, imid loss: 0.060900, imid1 loss: 0.048165, cmid loss: 0.037208
Epoch (63), Batch(400/1368), loss: 0.143564, imid loss: 0.056689, imid1 loss: 0.049393, cmid loss: 0.037481
Epoch (63), Batch(600/1368), loss: 0.144176, imid loss: 0.058033, imid1 loss: 0.048700, cmid loss: 0.037443
Epoch (63), Batch(800/1368), loss: 0.143214, imid loss: 0.057511, imid1 loss: 0.048325, cmid loss: 0.037377
Epoch (63), Batch(1000/1368), loss: 0.142016, imid loss: 0.056640, imid1 loss: 0.047977, cmid loss: 0.037399
Epoch (63), Batch(1200/1368), loss: 0.142959, imid loss: 0.057277, imid1 loss: 0.048387, cmid loss: 0.037295
Train 63, loss: 0.142510
Linear Accuracy : 0.899513776337115
Start training epoch: (64/100)
Epoch (64), Batch(0/1368), loss: 0.112325, imid loss: 0.043205, imid1 loss: 0.032413, cmid loss: 0.036706
Epoch (64), Batch(200/1368), loss: 0.139707, imid loss: 0.055516, imid1 loss: 0.047174, cmid loss: 0.037016
Epoch (64), Batch(400/1368), loss: 0.139408, imid loss: 0.056319, imid1 loss: 0.046130, cmid loss: 0.036959
Epoch (64), Batch(600/1368), loss: 0.139541, imid loss: 0.057047, imid1 loss: 0.045655, cmid loss: 0.036839
Epoch (64), Batch(800/1368), loss: 0.154769, imid loss: 0.056800, imid1 loss: 0.058255, cmid loss: 0.039714
Epoch (64), Batch(1000/1368), loss: 0.151688, imid loss: 0.056606, imid1 loss: 0.055554, cmid loss: 0.039529
Epoch (64), Batch(1200/1368), loss: 0.150335, imid loss: 0.056424, imid1 loss: 0.054571, cmid loss: 0.039341
Train 64, loss: 0.150063
Linear Accuracy : 0.8962722852512156
Start training epoch: (65/100)
Epoch (65), Batch(0/1368), loss: 0.114949, imid loss: 0.046767, imid1 loss: 0.028137, cmid loss: 0.040045
Epoch (65), Batch(200/1368), loss: 0.144782, imid loss: 0.056828, imid1 loss: 0.050230, cmid loss: 0.037724
Epoch (65), Batch(400/1368), loss: 0.145769, imid loss: 0.058347, imid1 loss: 0.049704, cmid loss: 0.037718
Epoch (65), Batch(600/1368), loss: 0.142052, imid loss: 0.056600, imid1 loss: 0.047875, cmid loss: 0.037577
Epoch (65), Batch(800/1368), loss: 0.141445, imid loss: 0.057058, imid1 loss: 0.047048, cmid loss: 0.037339
Epoch (65), Batch(1000/1368), loss: 0.141462, imid loss: 0.056895, imid1 loss: 0.047351, cmid loss: 0.037216
Epoch (65), Batch(1200/1368), loss: 0.139958, imid loss: 0.056372, imid1 loss: 0.046467, cmid loss: 0.037120
Train 65, loss: 0.139968
Linear Accuracy : 0.8918152350081038
==> Saving...
Start training epoch: (66/100)
Epoch (66), Batch(0/1368), loss: 0.307843, imid loss: 0.035266, imid1 loss: 0.233371, cmid loss: 0.039207
Epoch (66), Batch(200/1368), loss: 0.139965, imid loss: 0.058377, imid1 loss: 0.045025, cmid loss: 0.036564
Epoch (66), Batch(400/1368), loss: 0.135335, imid loss: 0.055649, imid1 loss: 0.043171, cmid loss: 0.036516
Epoch (66), Batch(600/1368), loss: 0.135367, imid loss: 0.055661, imid1 loss: 0.043277, cmid loss: 0.036429
Epoch (66), Batch(800/1368), loss: 0.133879, imid loss: 0.054340, imid1 loss: 0.043183, cmid loss: 0.036355
Epoch (66), Batch(1000/1368), loss: 0.135040, imid loss: 0.054822, imid1 loss: 0.043954, cmid loss: 0.036264
Epoch (66), Batch(1200/1368), loss: 0.135256, imid loss: 0.054822, imid1 loss: 0.044197, cmid loss: 0.036237
Train 66, loss: 0.135706
Linear Accuracy : 0.8942463533225283
Start training epoch: (67/100)
Epoch (67), Batch(0/1368), loss: 0.104988, imid loss: 0.042628, imid1 loss: 0.026038, cmid loss: 0.036322
Epoch (67), Batch(200/1368), loss: 0.144672, imid loss: 0.058508, imid1 loss: 0.050376, cmid loss: 0.035789
Epoch (67), Batch(400/1368), loss: 0.141920, imid loss: 0.057781, imid1 loss: 0.048346, cmid loss: 0.035793
Epoch (67), Batch(600/1368), loss: 0.143164, imid loss: 0.059076, imid1 loss: 0.048220, cmid loss: 0.035868
Epoch (67), Batch(800/1368), loss: 0.142446, imid loss: 0.059045, imid1 loss: 0.047471, cmid loss: 0.035930
Epoch (67), Batch(1000/1368), loss: 0.142806, imid loss: 0.058685, imid1 loss: 0.048107, cmid loss: 0.036013
Epoch (67), Batch(1200/1368), loss: 0.141578, imid loss: 0.057734, imid1 loss: 0.047872, cmid loss: 0.035972
Train 67, loss: 0.141110
Linear Accuracy : 0.8942463533225283
Start training epoch: (68/100)
Epoch (68), Batch(0/1368), loss: 0.190983, imid loss: 0.119478, imid1 loss: 0.035121, cmid loss: 0.036385
Epoch (68), Batch(200/1368), loss: 0.136236, imid loss: 0.054740, imid1 loss: 0.045666, cmid loss: 0.035830
Epoch (68), Batch(400/1368), loss: 0.137236, imid loss: 0.056459, imid1 loss: 0.045115, cmid loss: 0.035662
Epoch (68), Batch(600/1368), loss: 0.136242, imid loss: 0.055201, imid1 loss: 0.045383, cmid loss: 0.035658
Epoch (68), Batch(800/1368), loss: 0.135928, imid loss: 0.054837, imid1 loss: 0.045523, cmid loss: 0.035568
Epoch (68), Batch(1000/1368), loss: 0.135474, imid loss: 0.054292, imid1 loss: 0.045608, cmid loss: 0.035573
Epoch (68), Batch(1200/1368), loss: 0.135870, imid loss: 0.054936, imid1 loss: 0.045380, cmid loss: 0.035553
Train 68, loss: 0.135941
Linear Accuracy : 0.9011345218800648
Start training epoch: (69/100)
Epoch (69), Batch(0/1368), loss: 0.099129, imid loss: 0.040198, imid1 loss: 0.022664, cmid loss: 0.036267
Epoch (69), Batch(200/1368), loss: 0.136436, imid loss: 0.053786, imid1 loss: 0.047187, cmid loss: 0.035463
Epoch (69), Batch(400/1368), loss: 0.137193, imid loss: 0.057143, imid1 loss: 0.044842, cmid loss: 0.035208
Epoch (69), Batch(600/1368), loss: 0.137397, imid loss: 0.057078, imid1 loss: 0.045142, cmid loss: 0.035176
Epoch (69), Batch(800/1368), loss: 0.137063, imid loss: 0.056888, imid1 loss: 0.045021, cmid loss: 0.035154
Epoch (69), Batch(1000/1368), loss: 0.136414, imid loss: 0.056233, imid1 loss: 0.044971, cmid loss: 0.035210
Epoch (69), Batch(1200/1368), loss: 0.135120, imid loss: 0.055621, imid1 loss: 0.044328, cmid loss: 0.035171
Train 69, loss: 0.135466
Linear Accuracy : 0.8942463533225283
Start training epoch: (70/100)
Epoch (70), Batch(0/1368), loss: 0.105378, imid loss: 0.042579, imid1 loss: 0.026976, cmid loss: 0.035822
Epoch (70), Batch(200/1368), loss: 0.134494, imid loss: 0.054280, imid1 loss: 0.044834, cmid loss: 0.035380
Epoch (70), Batch(400/1368), loss: 0.130703, imid loss: 0.053630, imid1 loss: 0.041875, cmid loss: 0.035197
Epoch (70), Batch(600/1368), loss: 0.135710, imid loss: 0.055491, imid1 loss: 0.044891, cmid loss: 0.035328
Epoch (70), Batch(800/1368), loss: 0.134058, imid loss: 0.054656, imid1 loss: 0.044152, cmid loss: 0.035250
Epoch (70), Batch(1000/1368), loss: 0.133733, imid loss: 0.054662, imid1 loss: 0.043883, cmid loss: 0.035188
Epoch (70), Batch(1200/1368), loss: 0.133483, imid loss: 0.054728, imid1 loss: 0.043610, cmid loss: 0.035146
Train 70, loss: 0.133548
Linear Accuracy : 0.8982982171799028
==> Saving...
Start training epoch: (71/100)
Epoch (71), Batch(0/1368), loss: 0.109959, imid loss: 0.054130, imid1 loss: 0.020244, cmid loss: 0.035586
Epoch (71), Batch(200/1368), loss: 0.131225, imid loss: 0.057492, imid1 loss: 0.039167, cmid loss: 0.034566
Epoch (71), Batch(400/1368), loss: 0.131774, imid loss: 0.055676, imid1 loss: 0.041480, cmid loss: 0.034618
Epoch (71), Batch(600/1368), loss: 0.133249, imid loss: 0.056302, imid1 loss: 0.042268, cmid loss: 0.034679
Epoch (71), Batch(800/1368), loss: 0.133235, imid loss: 0.056543, imid1 loss: 0.041998, cmid loss: 0.034694
Epoch (71), Batch(1000/1368), loss: 0.133875, imid loss: 0.056877, imid1 loss: 0.042324, cmid loss: 0.034674
Epoch (71), Batch(1200/1368), loss: 0.133663, imid loss: 0.056555, imid1 loss: 0.042509, cmid loss: 0.034599
Train 71, loss: 0.133589
Linear Accuracy : 0.8938411669367909
Start training epoch: (72/100)
Epoch (72), Batch(0/1368), loss: 0.162578, imid loss: 0.059586, imid1 loss: 0.071705, cmid loss: 0.031287
Epoch (72), Batch(200/1368), loss: 0.136980, imid loss: 0.056710, imid1 loss: 0.045904, cmid loss: 0.034366
Epoch (72), Batch(400/1368), loss: 0.136152, imid loss: 0.056369, imid1 loss: 0.045394, cmid loss: 0.034388
Epoch (72), Batch(600/1368), loss: 0.134832, imid loss: 0.056337, imid1 loss: 0.044102, cmid loss: 0.034392
Epoch (72), Batch(800/1368), loss: 0.133863, imid loss: 0.055402, imid1 loss: 0.044058, cmid loss: 0.034404
Epoch (72), Batch(1000/1368), loss: 0.131758, imid loss: 0.054709, imid1 loss: 0.042703, cmid loss: 0.034346
Epoch (72), Batch(1200/1368), loss: 0.131738, imid loss: 0.054864, imid1 loss: 0.042532, cmid loss: 0.034342
Train 72, loss: 0.132209
Linear Accuracy : 0.8938411669367909
Start training epoch: (73/100)
Epoch (73), Batch(0/1368), loss: 0.235076, imid loss: 0.036639, imid1 loss: 0.164935, cmid loss: 0.033502
Epoch (73), Batch(200/1368), loss: 0.131106, imid loss: 0.054046, imid1 loss: 0.043111, cmid loss: 0.033949
Epoch (73), Batch(400/1368), loss: 0.131163, imid loss: 0.054568, imid1 loss: 0.042631, cmid loss: 0.033964
Epoch (73), Batch(600/1368), loss: 0.131017, imid loss: 0.054632, imid1 loss: 0.042437, cmid loss: 0.033948
Epoch (73), Batch(800/1368), loss: 0.132486, imid loss: 0.055131, imid1 loss: 0.043397, cmid loss: 0.033958
Epoch (73), Batch(1000/1368), loss: 0.132011, imid loss: 0.055155, imid1 loss: 0.042900, cmid loss: 0.033956
Epoch (73), Batch(1200/1368), loss: 0.131773, imid loss: 0.055431, imid1 loss: 0.042380, cmid loss: 0.033963
Train 73, loss: 0.131883
Linear Accuracy : 0.8958670988654781
Start training epoch: (74/100)
Epoch (74), Batch(0/1368), loss: 0.098179, imid loss: 0.029531, imid1 loss: 0.033109, cmid loss: 0.035539
Epoch (74), Batch(200/1368), loss: 0.130223, imid loss: 0.054042, imid1 loss: 0.042208, cmid loss: 0.033972
Epoch (74), Batch(400/1368), loss: 0.130004, imid loss: 0.054351, imid1 loss: 0.041833, cmid loss: 0.033819
Epoch (74), Batch(600/1368), loss: 0.132280, imid loss: 0.054273, imid1 loss: 0.044085, cmid loss: 0.033923
Epoch (74), Batch(800/1368), loss: 0.132857, imid loss: 0.054557, imid1 loss: 0.044309, cmid loss: 0.033990
Epoch (74), Batch(1000/1368), loss: 0.132864, imid loss: 0.055038, imid1 loss: 0.043817, cmid loss: 0.034009
Epoch (74), Batch(1200/1368), loss: 0.133004, imid loss: 0.055006, imid1 loss: 0.044008, cmid loss: 0.033990
Train 74, loss: 0.132289
Linear Accuracy : 0.8942463533225283
Start training epoch: (75/100)
Epoch (75), Batch(0/1368), loss: 0.118740, imid loss: 0.062880, imid1 loss: 0.022489, cmid loss: 0.033372
Epoch (75), Batch(200/1368), loss: 0.122634, imid loss: 0.048486, imid1 loss: 0.040444, cmid loss: 0.033704
Epoch (75), Batch(400/1368), loss: 0.123567, imid loss: 0.049776, imid1 loss: 0.040208, cmid loss: 0.033583
Epoch (75), Batch(600/1368), loss: 0.126018, imid loss: 0.050855, imid1 loss: 0.041547, cmid loss: 0.033616
Epoch (75), Batch(800/1368), loss: 0.129535, imid loss: 0.052370, imid1 loss: 0.043392, cmid loss: 0.033773
Epoch (75), Batch(1000/1368), loss: 0.129383, imid loss: 0.052620, imid1 loss: 0.042931, cmid loss: 0.033832
Epoch (75), Batch(1200/1368), loss: 0.129521, imid loss: 0.053157, imid1 loss: 0.042546, cmid loss: 0.033817
Train 75, loss: 0.130171
Linear Accuracy : 0.8962722852512156
==> Saving...
Start training epoch: (76/100)
Epoch (76), Batch(0/1368), loss: 0.438611, imid loss: 0.201899, imid1 loss: 0.201739, cmid loss: 0.034972
Epoch (76), Batch(200/1368), loss: 0.128589, imid loss: 0.053836, imid1 loss: 0.041014, cmid loss: 0.033739
Epoch (76), Batch(400/1368), loss: 0.128937, imid loss: 0.054722, imid1 loss: 0.040582, cmid loss: 0.033633
Epoch (76), Batch(600/1368), loss: 0.127715, imid loss: 0.054238, imid1 loss: 0.039888, cmid loss: 0.033589
Epoch (76), Batch(800/1368), loss: 0.127740, imid loss: 0.054504, imid1 loss: 0.039728, cmid loss: 0.033508
Epoch (76), Batch(1000/1368), loss: 0.127175, imid loss: 0.053888, imid1 loss: 0.039869, cmid loss: 0.033418
Epoch (76), Batch(1200/1368), loss: 0.127622, imid loss: 0.054080, imid1 loss: 0.040192, cmid loss: 0.033350
Train 76, loss: 0.127146
Linear Accuracy : 0.8922204213938412
Start training epoch: (77/100)
Epoch (77), Batch(0/1368), loss: 0.179214, imid loss: 0.064834, imid1 loss: 0.081655, cmid loss: 0.032724
Epoch (77), Batch(200/1368), loss: 0.127612, imid loss: 0.055156, imid1 loss: 0.039466, cmid loss: 0.032989
Epoch (77), Batch(400/1368), loss: 0.126265, imid loss: 0.054065, imid1 loss: 0.039249, cmid loss: 0.032951
Epoch (77), Batch(600/1368), loss: 0.126839, imid loss: 0.054228, imid1 loss: 0.039626, cmid loss: 0.032985
Epoch (77), Batch(800/1368), loss: 0.126632, imid loss: 0.053729, imid1 loss: 0.039948, cmid loss: 0.032954
Epoch (77), Batch(1000/1368), loss: 0.126981, imid loss: 0.054398, imid1 loss: 0.039626, cmid loss: 0.032957
Epoch (77), Batch(1200/1368), loss: 0.127658, imid loss: 0.054700, imid1 loss: 0.040008, cmid loss: 0.032950
Train 77, loss: 0.127723
Linear Accuracy : 0.8958670988654781
Start training epoch: (78/100)
Epoch (78), Batch(0/1368), loss: 0.103866, imid loss: 0.027736, imid1 loss: 0.040543, cmid loss: 0.035588
Epoch (78), Batch(200/1368), loss: 0.118917, imid loss: 0.048946, imid1 loss: 0.037208, cmid loss: 0.032763
Epoch (78), Batch(400/1368), loss: 0.120359, imid loss: 0.050021, imid1 loss: 0.037534, cmid loss: 0.032804
Epoch (78), Batch(600/1368), loss: 0.121135, imid loss: 0.050536, imid1 loss: 0.037774, cmid loss: 0.032825
Epoch (78), Batch(800/1368), loss: 0.123142, imid loss: 0.051998, imid1 loss: 0.038354, cmid loss: 0.032791
Epoch (78), Batch(1000/1368), loss: 0.123361, imid loss: 0.052098, imid1 loss: 0.038459, cmid loss: 0.032804
Epoch (78), Batch(1200/1368), loss: 0.123712, imid loss: 0.052478, imid1 loss: 0.038469, cmid loss: 0.032765
Train 78, loss: 0.123969
Linear Accuracy : 0.890194489465154
Start training epoch: (79/100)
Epoch (79), Batch(0/1368), loss: 0.077282, imid loss: 0.025291, imid1 loss: 0.019015, cmid loss: 0.032976
Epoch (79), Batch(200/1368), loss: 0.124395, imid loss: 0.054597, imid1 loss: 0.037316, cmid loss: 0.032482
Epoch (79), Batch(400/1368), loss: 0.123818, imid loss: 0.053763, imid1 loss: 0.037637, cmid loss: 0.032417
Epoch (79), Batch(600/1368), loss: 0.122665, imid loss: 0.052428, imid1 loss: 0.037812, cmid loss: 0.032425
Epoch (79), Batch(800/1368), loss: 0.122111, imid loss: 0.052166, imid1 loss: 0.037589, cmid loss: 0.032356
Epoch (79), Batch(1000/1368), loss: 0.121766, imid loss: 0.051803, imid1 loss: 0.037623, cmid loss: 0.032339
Epoch (79), Batch(1200/1368), loss: 0.121423, imid loss: 0.051505, imid1 loss: 0.037613, cmid loss: 0.032305
Train 79, loss: 0.121371
Linear Accuracy : 0.8918152350081038
Start training epoch: (80/100)
Epoch (80), Batch(0/1368), loss: 0.136225, imid loss: 0.069088, imid1 loss: 0.034838, cmid loss: 0.032298
Epoch (80), Batch(200/1368), loss: 0.118466, imid loss: 0.049193, imid1 loss: 0.036948, cmid loss: 0.032325
Epoch (80), Batch(400/1368), loss: 0.120657, imid loss: 0.051476, imid1 loss: 0.037104, cmid loss: 0.032077
Epoch (80), Batch(600/1368), loss: 0.120340, imid loss: 0.050909, imid1 loss: 0.037431, cmid loss: 0.032000
Epoch (80), Batch(800/1368), loss: 0.121687, imid loss: 0.051492, imid1 loss: 0.038246, cmid loss: 0.031950
Epoch (80), Batch(1000/1368), loss: 0.121752, imid loss: 0.051600, imid1 loss: 0.038242, cmid loss: 0.031911
Epoch (80), Batch(1200/1368), loss: 0.121402, imid loss: 0.051393, imid1 loss: 0.038116, cmid loss: 0.031893
Train 80, loss: 0.121254
Linear Accuracy : 0.8950567260940032
==> Saving...
Start training epoch: (81/100)
Epoch (81), Batch(0/1368), loss: 0.125719, imid loss: 0.033893, imid1 loss: 0.061194, cmid loss: 0.030632
Epoch (81), Batch(200/1368), loss: 0.118745, imid loss: 0.050278, imid1 loss: 0.036789, cmid loss: 0.031678
Epoch (81), Batch(400/1368), loss: 0.118924, imid loss: 0.049006, imid1 loss: 0.038249, cmid loss: 0.031669
Epoch (81), Batch(600/1368), loss: 0.119987, imid loss: 0.049170, imid1 loss: 0.039172, cmid loss: 0.031646
Epoch (81), Batch(800/1368), loss: 0.118527, imid loss: 0.048750, imid1 loss: 0.038149, cmid loss: 0.031627
Epoch (81), Batch(1000/1368), loss: 0.118528, imid loss: 0.049266, imid1 loss: 0.037631, cmid loss: 0.031631
Epoch (81), Batch(1200/1368), loss: 0.118370, imid loss: 0.049033, imid1 loss: 0.037720, cmid loss: 0.031616
Train 81, loss: 0.118950
Linear Accuracy : 0.8934359805510534
Start training epoch: (82/100)
Epoch (82), Batch(0/1368), loss: 0.086845, imid loss: 0.028363, imid1 loss: 0.026482, cmid loss: 0.031999
Epoch (82), Batch(200/1368), loss: 0.121721, imid loss: 0.053925, imid1 loss: 0.036308, cmid loss: 0.031487
Epoch (82), Batch(400/1368), loss: 0.119973, imid loss: 0.053520, imid1 loss: 0.034880, cmid loss: 0.031573
Epoch (82), Batch(600/1368), loss: 0.120513, imid loss: 0.053253, imid1 loss: 0.035720, cmid loss: 0.031540
Epoch (82), Batch(800/1368), loss: 0.119105, imid loss: 0.052119, imid1 loss: 0.035496, cmid loss: 0.031491
Epoch (82), Batch(1000/1368), loss: 0.119015, imid loss: 0.051611, imid1 loss: 0.035975, cmid loss: 0.031429
Epoch (82), Batch(1200/1368), loss: 0.119242, imid loss: 0.051246, imid1 loss: 0.036585, cmid loss: 0.031410
Train 82, loss: 0.119558
Linear Accuracy : 0.8938411669367909
Start training epoch: (83/100)
Epoch (83), Batch(0/1368), loss: 0.104910, imid loss: 0.036893, imid1 loss: 0.036967, cmid loss: 0.031050
Epoch (83), Batch(200/1368), loss: 0.117191, imid loss: 0.049702, imid1 loss: 0.036217, cmid loss: 0.031272
Epoch (83), Batch(400/1368), loss: 0.118143, imid loss: 0.049042, imid1 loss: 0.037801, cmid loss: 0.031301
Epoch (83), Batch(600/1368), loss: 0.119448, imid loss: 0.049584, imid1 loss: 0.038526, cmid loss: 0.031338
Epoch (83), Batch(800/1368), loss: 0.118328, imid loss: 0.049603, imid1 loss: 0.037412, cmid loss: 0.031313
Epoch (83), Batch(1000/1368), loss: 0.119416, imid loss: 0.050432, imid1 loss: 0.037740, cmid loss: 0.031244
Epoch (83), Batch(1200/1368), loss: 0.118671, imid loss: 0.050455, imid1 loss: 0.036994, cmid loss: 0.031223
Train 83, loss: 0.119206
Linear Accuracy : 0.893030794165316
Start training epoch: (84/100)
Epoch (84), Batch(0/1368), loss: 0.076483, imid loss: 0.027346, imid1 loss: 0.016211, cmid loss: 0.032926
Epoch (84), Batch(200/1368), loss: 0.126524, imid loss: 0.050992, imid1 loss: 0.043768, cmid loss: 0.031764
Epoch (84), Batch(400/1368), loss: 0.122187, imid loss: 0.050244, imid1 loss: 0.040362, cmid loss: 0.031581
Epoch (84), Batch(600/1368), loss: 0.121081, imid loss: 0.051291, imid1 loss: 0.038286, cmid loss: 0.031504
Epoch (84), Batch(800/1368), loss: 0.121136, imid loss: 0.051485, imid1 loss: 0.038231, cmid loss: 0.031419
Epoch (84), Batch(1000/1368), loss: 0.120739, imid loss: 0.051396, imid1 loss: 0.037948, cmid loss: 0.031394
Epoch (84), Batch(1200/1368), loss: 0.120452, imid loss: 0.050873, imid1 loss: 0.038213, cmid loss: 0.031366
Train 84, loss: 0.120106
Linear Accuracy : 0.8889789303079416
Start training epoch: (85/100)
Epoch (85), Batch(0/1368), loss: 0.099145, imid loss: 0.042648, imid1 loss: 0.021697, cmid loss: 0.034800
Epoch (85), Batch(200/1368), loss: 0.121606, imid loss: 0.052287, imid1 loss: 0.038092, cmid loss: 0.031226
Epoch (85), Batch(400/1368), loss: 0.119019, imid loss: 0.050349, imid1 loss: 0.037442, cmid loss: 0.031228
Epoch (85), Batch(600/1368), loss: 0.120016, imid loss: 0.050316, imid1 loss: 0.038539, cmid loss: 0.031161
Epoch (85), Batch(800/1368), loss: 0.118726, imid loss: 0.050208, imid1 loss: 0.037347, cmid loss: 0.031171
